Unnamed: 0,Tweet Posted Time (UTC),Tweet Content,Tweet Location
116496,03-04-2020,"Dear Nurses  Doctors & all others staffs at NHS   I just want to thank you for everything you have done and are doing to beat Covid-19. ""You've done everything for us and will keep doing your best today and always. We want you to know that you are our HEROES. @NHSuk @GOVUK",Kerala
116497,03-04-2020,Fight against Covid by lightning your home #coronavirusindia #COVID2019india,Kerala
116498,03-04-2020,@shailajateacher @TheKeralaPolice @MoHFW_INDIA I express my sincere gratitude to Kerala Police and CGHS health officials at Trivandrum who helped me getting life saving medicines for my mother from Trivandrum to Kochi in this lockdown period in a single d,Kerala
116499,03-04-2020,The one thing that I miss during the hard times that we are having right now in Covid-19 season  #rideyourbike the Lockdown hitting hard on us but it's important to be safe for us and for everyone around for thatâ¦ https://www.instagram.com/p/B-hSQJlp72A/?igshid=l3h0er4sauvx,Kerala
116500,03-04-2020,All bar workers in Kerala to get Rs.5 000 as interim relief due to lockdown. In addition  Rs.10 000 interest free loans. @ANI @IndianExpress,Kerala
116501,03-04-2020,Guys  lock down is hard for him. He hasn't met his BBF Trump for so many days. Perhaps he should restart his favourite pass time and visit his dear pal in US. What do you think?,Kerala
116502,03-04-2020,à´àµà´¤àµà´à´àµà´àµ¾ à´¨àµà´à´¿à´¯ à´à´°àµà´¤àµ½...à´¸àµà´¨àµà´¹à´... Thank You MGM womens wing Kerala  for choosing our humble efforts as Ideal No 1.... #FightAgainstCoronavirus #lockdown #TimeToBecomeNation #effortspayingback Thank you so much https://www.instagram.com/p/B-gU-vUDB2f/?igshid=5jg6sqtmr0v0 â at Aluva Municipal Town Hall,Kerala
116503,03-04-2020,Kerala constitutes a special task force to propose changes to be made post lockdown.This will be chaired by former Chief Secretary K.M.Abraham and will report to PM through the State Government @PMOIndia @ajaykanth7 @NewIndianXpress #covid @drthomasisaac,Kerala
116504,03-04-2020,"A few questions to the PM  https://m.facebook.com/story.php?story_fbid=2982034485193056&amp;id=100001596016882 If these are not answered  wish to state ""Yes  I am a victim of this lockdown"".",Kerala
116505,03-04-2020,"A few questions to the PM @narendramodi https://m.facebook.com/story.php?story_fbid=2982034485193056&amp;id=100001596016882 If these are not answered  wish to state ""Yes  I am a victim of this lockdown"". #lockdownvictim @PMOIndia @chennithala @NewIndianXpress @pendown @vidyadharansovi @anilkumartcym @ajaykanth7 #CoronavirusOutbreak",Kerala
116506,03-04-2020,@ShashiTharoor @narendramodi @PMOIndia As a staunch supporter of Modiji and BJP  honestly feel that this - April 5 th 9 pm diya lighting- could have been reserved for the night at which lockdown gets lifted . Reassurance   stock taking   review now .,Kerala
116507,03-04-2020,Have to wait until lockdown is lifted  Many will agree. ,Kerala
121413,04-04-2020,Coronavirus: Spainâs daily death toll falls for second day in a row #Coronavirus ,Kerala
121414,04-04-2020,Coronavirus Tweets from Indian authorities #coronavirus ,Kerala
121415,04-04-2020,Coronavirus India: Amid COVID-19 Worry  Government's DIY Steps For Homemade Masks For All - NDTV https://www.ndtv.com/india-news/coronavirus-india-amid-covid-19-worry-governments-diy-steps-for-homemade-masks-for-all-2206011 The government has recommended that people cover their faces with homemade  reusable masks when they step out of their homes as part of measures to stem...,Kerala
121416,04-04-2020,Coronavirus May Spread Through Air Via Normal Breathing: US Scientists - NDTV https://www.ndtv.com/world-news/coronavirus-may-spread-through-air-via-normal-breathing-us-scientists-2205852 The new coronavirus might spread through the air via normal breathing and speaking  a top US scientist said Friday as the government was poised to recommend the use of face...,Kerala
121417,04-04-2020,Got disappointed again from the central government. Much lower financial help for Kerala covid 19 alleviation fund. Maharashtra-1611cr UP-966cr MP-910cr Odisha-802cr Bihar-702cr And only 157 crores for Kerala. This is how they are always trying to beat us. #Covid_19india,Kerala
121418,04-04-2020,Why Germany has a low COVID-19 mortality rate - Business Insider https://www.businessinsider.com/why-germany-has-a-low-covid-19-mortality-rate-2020-4 Part of the reason Germany was so quick to start testing for COVID-19 is that private labs nationwide were free to offer tests  and as of April 2 have helped the country test 1 million...,Kerala
121419,04-04-2020,https://www.bbc.co.uk/news/live/world-52163523 A day of remembrance is held in China to honour those who died of Covid-19 UK public urged to stay at home as weather turns warm this weekend UK government scientific adviser says he hopes restrictions may be relaxed in a few weekâs time US President...,Kerala
121420,04-04-2020,Coronavirus India: Amid COVID-19 Worry  Government's DIY Steps For Homemade Masks For All - NDTV https://www.ndtv.com/india-news/coronavirus-india-amid-covid-19-worry-governments-diy-steps-for-homemade-masks-for-all-2206011 The government has recommended that people cover their faces with homemade  reusable masks when they step out of their homes as part of measures to stem...,Kerala
121421,04-04-2020,RSS uses technology in lockdown  conducts e-shakhas @rss,Kerala
121422,04-04-2020,Lockdown à´à´¾à´²à´¤àµà´¤àµ à´à´°àµ get-together à´àµ¼à´®àµà´®. @Tripunithura Railway Station https://www.instagram.com/p/B-j-szPJ9fb/?igshid=1fda7oof33cl4,Kerala
127797,05-04-2020,expressing our unity against Corona virus. We'll win this battle. #9pm9minutes #IndiaFightsCoronavirus,Kerala
127798,05-04-2020,COVID-19 CORONAVIRUS / CASES https://www.worldometers.info/coronavirus/coronavirus-cases/,Kerala
127799,05-04-2020,Hello Corona Virus  please visit the residence of poet Vairamuthu and engage with him for two months. Vairamuthu reciting poetry is dreadful than COVID9,Kerala
127800,05-04-2020,Day 16 My house is small to do garba #garba #Gujarati #lockdownindia #coronavirus #COVID2019 #memesdaily,Kerala
127801,05-04-2020,Meet the Young Doctors Who Volunteered to Fight Coronavirus ,Kerala
127802,05-04-2020,BBC News - Coronavirus: Why Dutch lockdown may be a high-risk strategy https://www.bbc.com/news/world-europe-52135814 What is an 'intelligent lockdown'? The Dutch are among the few openly embracing the contentious idea of group or herd immunity. It's an approach characterised by one Dutch global...,Kerala
127803,05-04-2020,Centre's Aggressive Containment Plan To Control Runaway COVID-19 Spread - NDTV https://www.ndtv.com/india-news/coronavirus-centres-aggressive-containment-plan-to-control-runaway-covid-19-spread-2206513 Coronavirus: The 20-page document says the aggressive containment strategy will be scaled down only if no new cases of COVID-19 are reported for at least four weeks after...,Kerala
127804,05-04-2020,Vaccine for Corona Virus soon as this trial drug show promise against Sars-CoV-2 https://tecake.com/news/health/vaccine-for-corona-virus-soon-as-this-trial-drug-show-promise-against-sars-cov-2-291129.html via @The TeCake,Kerala
127805,05-04-2020,IIT Kanpur developing swadeshi face mask amid coronavirus outbreak https://mybs.in/2YMMZjd The non-woven polypropylene mask based on 3-4 layer material is expected to offer the most effective protection against coronavirus,Kerala
127806,05-04-2020,Anti-parasitic drug kills coronavirus in lab grown cells: Study | Deccan Herald - https://www.deccanherald.com/science-and-environment/anti-parasitic-drug-kills-coronavirus-in-lab-grown-cells-study-821458.html Researchers have found that an anti-parasitic drug already available around the world can kill the novel coronavirus grown in cell cultures within 48 hours  an advance...,Kerala
127807,05-04-2020,BBC News - Coronavirus: New York virus deaths surge past 3 500 https://www.bbc.com/news/world-us-canada-52168682 New York state has recorded 630 more coronavirus deaths  another daily record that takes its toll to 3 565. Most deaths have been in New York City. The state now has almost as many cases...,Kerala
127808,05-04-2020,http://www.ndtv.com Web results India Lights Lamps To Show Unity In Fight Against COVID-19 ,Kerala
127809,05-04-2020,Covid 19 - Light for solidarity ,Kerala
127810,05-04-2020,India Lights Lamps To Show Unity In Fight Against COVID-19 https://www.ndtv.com/india-news/india-lights-lamps-to-show-unity-in-fight-against-covid-19-2206576?pfrom=home-topscroll,Kerala
127811,05-04-2020,@socialepfo @socialepfo how many days does the #EPFO withdrawal pertaining to #Covid take to be disbursed? A request pending from Mar 29 and it has not been disbursed yet. Any timeline that can be promised?,Kerala
127812,05-04-2020,COVID-19 CORONAVIRUS / CASES https://www.worldometers.info/coronavirus/coronavirus-cases/,Kerala
127813,05-04-2020,Centre's Aggressive Containment Plan To Control Runaway COVID-19 Spread - NDTV https://www.ndtv.com/india-news/coronavirus-centres-aggressive-containment-plan-to-control-runaway-covid-19-spread-2206513 Coronavirus: The 20-page document says the aggressive containment strategy will be scaled down only if no new cases of COVID-19 are reported for at least four weeks after...,Kerala
127814,05-04-2020,As of now  no one has committed suicide because they could not go to a religious place  but  people have due to lack of alcohol. Strange  our life concepts are changing with COVID-19 lockdown,Kerala
127815,05-04-2020,Even Himachal Pradesh and Uttarakhand got 204 Cr and 468 Cr with less covid-19 cases and both states population combined is just half the population of kerala... @narendramodi @vijayanpinarayi @PMOIndia #Hum_Light_Nahi_Bujhaenge #keralafightsCorona,Kerala
127816,05-04-2020,Wishing a Blessed Palm Sunday to all. As We Celebrate this Palm Sunday 2020 in the confines of our homes due to Covid-19  our thoughts and prayers for a safe and healthy days ahead toâ¦ https://www.instagram.com/p/B-lkhtnHhRhOgzf2jklJDGXPOalxVidXZzCS100/?igshid=1b3npv5ffrvyf,Kerala
127817,05-04-2020,Wishing a Blessed Palm Sunday to all. As We Celebrate this Palm Sunday 2020 in the confines of our homes due to Covid-19  our thoughts and prayers for a safe and healthy days ahead to all friends and families â at Karimannoor Town,Kerala
127818,05-04-2020,Covid-19: Kerala begins rapid testing in hotspots regions to prevent community spread - India News https://www.indiatoday.in/india/story/covid-19-kerala-begins-rapid-testing-in-hotspots-regions-to-prevent-community-spread-1663394-2020-04-04 The Kerala government is now going ahead with a targeted approach to prevent community spread of Covid-19 and has ordered rapid screening in hotspot...,Kerala
127819,05-04-2020,India To Turn Off Lights For 9 Minutes Tonight On PM's COVID-19 Appeal - NDTV ,Kerala
127820,05-04-2020,Really looking forward to the OnePlus 8 as much as looking forward to the end of the lockdown #OnePlus8Series,Kerala
127821,05-04-2020,Sorry to hear that. Will pray for her Mr. Miller. I have a 91 year old Grandmother as well. She is bedridden but thankfully she is neither aware of the lockdown not the sadness in the outside world.,Kerala
127822,05-04-2020,Was bored... So made dalgona coffee... Didnt had a whisk or a blender.. So used a fork to blend it #lockdown #dalgonacoffee #dalgona #coffee #lockdown2020 #lockdownindia #covid19 #corona #kochi #kerala #indiaâ¦ https://www.instagram.com/p/B-me2_5p6Dw/?igshid=bmspkoyr3oye,Kerala
127823,05-04-2020,Lock down? Quarantine?,Kerala
127824,05-04-2020,Rainbow appeared on #Kochi skyâs While we are enjoying the #lockdown days in #india #cochin #kochi #rainbow #doublerainbow #kochidiaries #kerala #kerala #keralanature #keralarains #rain #rainyday #thunder #tunderstorm #thekakkasserys #malayalam,Kerala
127825,05-04-2020,BBC News - Coronavirus: Why Dutch lockdown may be a high-risk strategy https://www.bbc.com/news/world-europe-52135814 What is an 'intelligent lockdown'? The Dutch are among the few openly embracing the contentious idea of group or herd immunity. It's an approach characterised by one Dutch global...,Kerala
127826,05-04-2020,Lockdown Day 12: Watching Shawshank Redemption on repeat.,Kerala
127827,05-04-2020,As of now  no one has committed suicide because they could not go to a religious place  but  people have due to lack of alcohol. Strange  our life concepts are changing with COVID-19 lockdown,Kerala
127828,05-04-2020,Jalandhar Sees Snow-Capped Himachal Mountains For First Time In Decades - NDTV https://www.ndtv.com/cities/jalandhar-sees-dhauladhar-range-for-first-time-in-decades-amid-lockdown-2205943 The dramatic drop in air pollution levels due to lockdown is said to be the main reason behind the spectacle. Senior citizens say it was almost after a generation that the...,Kerala
133007,06-04-2020,I'm curious to see if Boris Johnson will die soon. #Coronavirus,Kerala
133008,06-04-2020,Tiger in US zoo tests positive for coronavirus  becomes first animal to get COVID-19 @moneycontrolcom https://www.moneycontrol.com/news/world/tiger-in-us-zoo-tests-positive-for-coronavirus-becomes-first-animal-to-get-covid-19-5110591.html #COVID19,Kerala
133009,06-04-2020,Scientists say Earth's 'seismic noise' less after coronavirus lockdown https://mol.im/a/8189371 via @MailOnline,Kerala
133010,06-04-2020,Scientists find coronavirus 'Achilles heel' https://mol.im/a/8189847 via @MailOnline A new study shows that scientists have discovered an 'Achilles heel' of the coronavirus that can be targeted with drugs and other therapies Scientists examined an antibody from a SARS...,Kerala
133011,06-04-2020,BBC News - Coronavirus: India holds lights-off vigil as Modi calls for unity ,Kerala
133012,06-04-2020,BBC News - Coronavirus: Second Greek migrant facility quarantined ,Kerala
133013,06-04-2020,"BBC News - Coronavirus: Trump voices hope for âlevelling-offâ in US hotspots https://www.bbc.com/news/world-us-canada-52175746 President Donald Trump has expressed hope coronavirus cases were ""levelling off"" in US hotspots  saying he saw ""light at the end of the tunnel"".",Kerala
133014,06-04-2020,Centre's Aggressive Containment Plan To Control Runaway COVID-19 Spread - NDTV https://www.ndtv.com/india-news/coronavirus-centres-aggressive-containment-plan-to-control-runaway-covid-19-spread-2206513 Coronavirus: The 20-page document says the aggressive containment strategy will be scaled down only if no new cases of COVID-19 are reported for at least four weeks after...,Kerala
133015,06-04-2020,#Covid_19india I work and stay far away from my home town. Couldnât get home before lock down. With minimal provisions  living now on oats and noodles. And then there are friends who upload the pics of homely food in Twitter and WhatsApp.,Kerala
133016,06-04-2020,I have been there but didn't spend that much time there. Hope to visit it yet again! Maybe once the covid threat is over and the world is back to normal.,Kerala
133017,06-04-2020,Ambulances are now permitted to cross into Karnataka through Kasarkode. This has been confirmed by Karnataka.Medical certificate needs to be provided which also should have the name of the destination hospital name. Karnataka medical team will vet this and allow entry. #covid,Kerala
133018,06-04-2020,322 covid cases so far in Kerala. @COVIDNewsByMIB,Kerala
133019,06-04-2020,Kasarkode medical college has been completely turned into a covid hospital. This was accomplished in under 4 days. 7cr worth equipments has been brought in for its upgradation. @vidyadharansovi,Kerala
133020,06-04-2020,18 malayalees have died across the globe so far due to #covid. @xpresskerala,Kerala
133021,06-04-2020,Kerala doctors develop India's first walk-in kiosk to take samples for COVID-19 tests.Ernakulam district administration on Monday launched the Walk-in Sample Kiosk (WISK) to keep health workers safe while taking samples to test for COVID-19. #KeralaFightsCorona #KeralaLeads,Kerala
133022,06-04-2020,We are facing a major disaster is covid 19 to ptevent these we stand together to prevent it so stay at home save a life ,Kerala
133023,06-04-2020,Tiger in US zoo tests positive for coronavirus  becomes first animal to get COVID-19 @moneycontrolcom https://www.moneycontrol.com/news/world/tiger-in-us-zoo-tests-positive-for-coronavirus-becomes-first-animal-to-get-covid-19-5110591.html #COVID19,Kerala
133024,06-04-2020,Lessons for the world from a small tibal hamlet in Southern India #Covid_19india #Covid_19,Kerala
133025,06-04-2020,World Health Day 2020: A salute to the heroes on the frontlines of COVID-19 ,Kerala
133026,06-04-2020,Ayurveda helps boost immunity against COVID-19: Experts - The Financial Express ,Kerala
133027,06-04-2020,Centre's Aggressive Containment Plan To Control Runaway COVID-19 Spread - NDTV https://www.ndtv.com/india-news/coronavirus-centres-aggressive-containment-plan-to-control-runaway-covid-19-spread-2206513 Coronavirus: The 20-page document says the aggressive containment strategy will be scaled down only if no new cases of COVID-19 are reported for at least four weeks after...,Kerala
133028,06-04-2020,HUMANITY FINDS IN LOCKDOWN !!! ,Kerala
133029,06-04-2020,#Covid_19india I work and stay far away from my home town. Couldnât get home before lock down. With minimal provisions  living now on oats and noodles. And then there are friends who upload the pics of homely food in Twitter and WhatsApp.,Kerala
133030,06-04-2020,Lockdown should not be withdrawn fully says the report submitted by Kerala Action Task Force today to CM. @VMBJP @chennithala @narendramodi @vijayanpinarayi,Kerala
133031,06-04-2020,Vehicle service centres and workshops can start functioning soon says Pinarayi Vijayan #Kerala #keralapolice @ANI #lockdown,Kerala
133032,06-04-2020,A few suggestions on how lockdown can be relaxed post April 14th https://www.linkedin.com/pulse/life-after-lockdown-vivek-george @PMOIndia @CMOKerala @suhasgopinath @narendramodi #lockdowneffect #postlockdown #Coronavirustruth #covidindia,Kerala
133033,06-04-2020,Yeh mera bhi Desh hai! When lockdown announced and they were on the run to their homes you and the entire balcony gang rediculed them. Now you are romanticizing their situation. Shame on on you! ,Kerala
133034,06-04-2020,Scientists say Earth's 'seismic noise' less after coronavirus lockdown https://mol.im/a/8189371 via @MailOnline,Kerala
138486,07-04-2020,We owe a huge thanks to all the HEROES on the frontline of the coronavirus pandemic. . #worldhealthday #covidindia #Covid_19,Kerala
138487,07-04-2020,Mortality is now calculated based on tested cases. The untested cases will make the % of mortality much lesser. Will global average of Corona virus mortality of 5% emerge as an arithmetical blunder? Jay Bhattacharya  MD in Stanford University  and Ph.D in Economic Research. ,Kerala
138488,07-04-2020,Saluting every health worker on the frontlines fighting the novel coronavirus and safeguarding our lives. #worldhealthday2020 @Neyyassery https://www.instagram.com/p/B-q9HxQHV70MXjg-nm5_xIjMFOWrcWNKgkaAfg0/?igshid=tp0o3dlf176r,Kerala
138489,07-04-2020,So much for the friendship they share.... Coronavirus: Trump warns of US retaliation if Modi doesnât allow hydroxychloroquine export https://www.moneycontrol.com/news/india/coronavirus-trump-warns-of-us-retaliation-if-modi-doesnt-allow-hydroxychloroquine-export-5114291.html/amp,Kerala
138490,07-04-2020,Kerala CM Pinarayi Vijayan lashes out at Congress party for their continued opposition to Government's Covid prevention activities. @chennithala @MullappallyR @ShashiTharoor @RahulGandhi @INCIndia @PTI_News,Kerala
138491,07-04-2020,We owe a huge thanks to all the HEROES on the frontline of the coronavirus pandemic. . #worldhealthday #covidindia #Covid_19,Kerala
138492,07-04-2020,Covid Kerala Updates. Mobile phone shops to open on Sundays. Workshops and spare parts shop will open - Sun and Thur. Registered electricians will be permited to do door to door repairs. says @vijayanpinarayi @CMOKerala. @NewIndianXpress,Kerala
138493,07-04-2020,GIIMS Kochi has started it's online classes for the students during this lockdown. Being productive during this lockdown is important for us  as the current time can be used to develop our skills for theâ¦ https://www.instagram.com/p/B-rTBBkFNYb/?igshid=14yoer4mk05bp,Kerala
138494,07-04-2020,A lot of states  as well as experts  are requesting Centre to extend the lockdown. Central Govt. is thinking in this direction: Govt. sources says @ANI,Kerala
143930,08-04-2020,"CMSir Iam a senior citizen working in a private study centre .But due to lock down  we have no classes and no work. Will u please ask our proprietor to pay at least 50 percent of our salary.""Coronavirus Tweets from Indian authorities"" #coronavirus ",Kerala
143931,08-04-2020,In context of COVID-19 situation &amp; to grant immediate relief to taxpayers  GOI has decided to issue all pending income-tax refunds upto Rs.5 lakh &amp; GST/Custom refunds with immediate effect. @IRS_IN @IncomeTaxIndia @GST_Council @drthomasisaac @josethomasin @NewIndianXpress,Kerala
143932,08-04-2020,9 Covid cases in Kerala today. Kannur- 4 Alapuzha-2 Kasarkode  Pathanamthitta and Thrissur- 1 each #covidupdate #keralagovt @thenewsminute @dhanyarajendran,Kerala
143933,08-04-2020,One word to describe him is IDIOT. what the hell does he have in his cupboard  its all Made in China  the capitalists grew the Chinese economy and now they are paying the price. I don't blame China for Covid 19  lapses do happen for all governments.,Kerala
143934,08-04-2020,BMC confirms community spread of Covid-19 in Maharashtra. @UKinMumbai @MumbaiMirror,Kerala
143935,08-04-2020,COVID-19 ,Kerala
143936,08-04-2020,Yes  theirs for confirming - however  yo you have any new updates as to when service might return once the lockdown has lifted? Will the Twitter feed be updated with this information? ,Kerala
143937,08-04-2020,@narendramodi @PMOIndia @AmitShah @DrRPNishank @SantoshKMall1 @KVS_HQ If government decides to extend the duration of lockdown  the teachers of Kendriya Vidyala who are already stuck in their current locations will suffer miserably.,Kerala
143938,08-04-2020,@narendramodi @myogiadityanath @CMOfficeUP @ZeeNews Such lockdown should be implemented Man roams around on bike during lockdown  wife complains to police ,Kerala
143939,08-04-2020,@Uber hey! Any news as to when rides will resume again for the public in India after the lockdown?,Kerala
143940,08-04-2020,UP is paying the price of reverse migration. Lot of people from Mumbai/ Delhi travelled and the lockdown confusion had caused lot of spread at the bus stations.,Kerala
143941,08-04-2020,One of the services which will be in demand post #lockdown would be Opthalmology. The screen usage has almost doubled for most of us.,Kerala
143942,08-04-2020,CM Sir Iam a senior citizen working in a study centre in Ernakulam.But due to lockdown we have no job and no salary. Will you please ask our proprietor to pay us at least half of our salary during these lockdown days? We are three. My mob.9544375841,Kerala
143943,08-04-2020,"CMSir Iam a senior citizen working in a private study centre .But due to lock down  we have no classes and no work. Will u please ask our proprietor to pay at least 50 percent of our salary.""Coronavirus Tweets from Indian authorities"" #coronavirus",Kerala
143944,08-04-2020,I found something I lost. #lockdownindia #lockdown #Lockdown21 â at Kochi | Cochin,Kerala
143945,08-04-2020,Will request PM for a special train for guest workers to return home post lockdown says Kerala CM. @ShashiTharoor @NewIndianXpress,Kerala
143946,08-04-2020,Kerala CM urges individuals to donate blood if possible amidst lockdown @BloodDonorsIn @keralabloodnet @CMOKerala @COVID19centre,Kerala
143947,08-04-2020,@kevwright Mr. Wright  I hope you and your family are well. Good news I got married a couple of months back. Have been stuck in India since as we are under the Lockdown as are most of the world. ,Kerala
143948,08-04-2020,Prime Minister Narendra Modi made it clear that lockdown will not be lifted in one go on April 14: BJD's Pinaki Misra to @PTI_News after PM meet today @bjd_odisha @CMOKerala @anilkumartcym,Kerala
143949,08-04-2020,Life is shorter  live it. Love is rare  grab it. Anger is bad  dump it. Fear is awful  face it. Memories are sweet  cherish it! Cherishing one such moment during this tough lockdown period. Hope everything goesâ¦ https://www.instagram.com/p/B-tjVxegqgx/?igshid=1slj9pt1zzhfq,Kerala
143950,08-04-2020,Nope. There are no taxis due to the lockdown  so I wasn't able to go get it. Of course.,Kerala
143951,08-04-2020,UDF has appointed an expert committee chaired by K. M. Muneer which had submitted their findings yesterday. It has categorised Districts in Kerala on risk levels based on which lockdown needs to be withdrawn. @chennithala @ANI,Kerala
143952,08-04-2020,State Central Library at Trivandrum  a week before the lockdown,Kerala
143953,08-04-2020,A lockdown discovery.,Kerala
153517,10-04-2020,It's bio-terrorism launched against India by Pakistan. More than 200 corona virus positive patients waiting along India Nepal border to infiltrate into India!.,Kerala
153518,10-04-2020,Economic impact due to Coronavirus. Charts showing sector wise output ,Kerala
153519,10-04-2020,Controlling and containing the community transmission of Covid 19 is of utmost importance today for the survival of every nation..of mankind itself.,Kerala
153520,10-04-2020,Kerala has been handling it's own Covid 19 situation admirably. It is in the best interest of both the Middle East (Gulf) &amp; India that we help each other to effectively overcome this pandemic. Kindly do the needful.,Kerala
153521,10-04-2020,The nations in the Middle East really need to get a handle on the covid-19 situation. Please get expert opinions on the situation and get it under control. I know for a fact that expatriates from Kerala are in a state of panic. Plz Get help to contain the situation.,Kerala
153522,10-04-2020,Kerala is becoming a model in fighting against COVID 19 #careforpeople #kerala #godsowncountry #keralatourism #breakthechain,Kerala
153523,10-04-2020,@PMOIndia @TheKeralaPolice @CMOKerala Here is a fake news on #Covid_19india could you please initiate necessary action against the people behind this?,Kerala
153524,10-04-2020,Sunrise view from Infopark. In picture are World Trade Center Kochi and Four Points by Sheraton. Dedicating this to everyone who misses office#coviddays #wfm #solidarity #WeWillBeBack #covid Pc: Vijay ,Kerala
153525,10-04-2020,Wow very cool! Thank you Mr. Modi  signed a Canadian Christian stuck in India during lockdown ,Kerala
153526,10-04-2020,#coronavirusindia #Kerala govt futher eases #lockdown restrictions. Shops selling &amp; servicing spectacles can remain open from 10 am - 5 pm on Mondays. Max staff: 3 Shops selling ACs &amp; fans can remain open from 10 am -5 pm on Sundays. Max staff: 2,Kerala
153527,10-04-2020,Dear @PrimeVideoIN as my nation is facing lock down  we are on short of all entertainment activities. Kindly make necessary arrangements and release Movies which are not released yet in theaters Like #marakkararabikadalintesimham #One #Master #Halallovestory,Kerala
153528,10-04-2020,Without helmet and lockdown rules break,Kerala
153529,10-04-2020,lockdown Selfy @Alwaye https://www.instagram.com/p/B-zA_pgjImr/?igshid=qvvhc5qztgx8,Kerala
153530,10-04-2020,Post lockdown plan: IndiGo CEO says airline will have no meal service for some time  expecting only to fill 50% seats in flights. @IndiGo6E,Kerala
153531,10-04-2020,All vehicles seized during lockdown will be released from Monday(13th April):.says @SPC_Kerala @TheKeralaPolice,Kerala
153532,10-04-2020,This nation is facing serious issues in enforcement of lockdown. This pandemic is not an end by itself. Future will see more of such pandemics. A Uniform Civil Code and Computer Chip Implantment with unique No (Starting from New Born)  will help tacking issues effectively.,Kerala
159755,11-04-2020,Please join me in helping Coronavirus victims with Ecoin. https://ecoinofficial.org/referral/oiudv01 Ecoin foundation  the world's fastest-growing crypto start-up with over 2 million users in just 30 days of launch has launched a charity campaign to help the victims of deadly Coronavirus affects..,Kerala
159756,11-04-2020,#covidindia #kerala Thatâs for the day. It really is saddening when people resort to ISIS connection of Kerala when they want to bash Kerala and its fight against Covid. Irrespective of political and religious ideologies I appreciate @vijayanpinarayi and @shailajateacher (1/N),Kerala
159757,11-04-2020,"@TimesNow interviews health minister Of KK shailaja it was going well till they take calls from viewers  Mr Sharma from Delhi calls asking ""Does minister from Kerala get any help from China to tackle covid since both places are ruled by communists"" shows ",Kerala
159758,11-04-2020,@ShefVaidya @Shubhrastha @India beats other nations in Covid response: Study https://timesofindia.indiatimes.com/india/india-beats-other-nations-in-covid-response-study/articleshow/75089755.cms via NaMo App,Kerala
159759,11-04-2020,There is no address to the nation by PM Modi today: Government of India Sources #Lockdownextention #Covid_19india,Kerala
159760,11-04-2020,RT Letâs ramain vigilant - as #ITCells have garnered the power to negate #science and #expertise that gets potent during #Covid_19india @ForHumanstoKnow,Kerala
159761,11-04-2020,Washington Post on Kerala Model of resistance to Covid-19 ,Kerala
159762,11-04-2020,By the time Modi announces national lockdown 2.0  majority of the States would have already shut their borders. #orissa #telengana #karnataka #maharashtra #punjab @sardesairajdeep @PMOIndia @ShashiTharoor,Kerala
159763,11-04-2020,@narendramodi Dear ModiJi  my daughter Pournami is getting married to Vishnu Vijayakumar on April 16. Though it is a National lockdown  we are conducting the marriage in a simple manner. We are looking forward for Your blessings. Our prayers are always wi,Kerala
159764,11-04-2020,Govt disburses â¹15 841 cr to 7.92 cr farmers under PM-KISAN during lockdown https://www.livemint.com/news/india/govt-disburses-rs-15-841-cr-to-7-92-cr-farmers-under-pm-kisan-during-lockdown-11586531531152.html via NaMo App,Kerala
159765,11-04-2020,PM has taken correct decision to extend lockdown. Today  Indiaâs position is better than many developed countries because we started lockdown early. If it is stopped now  all gains would be lost. To consolidate  it is imp to extend it #lockdownextension #LockdownExtended,Kerala
159766,11-04-2020,BIG Breaking: @PMOIndia and CMs all come to consensus on 2 week extension in lockdown. PM recommends 3 zones: red  green and yellow for lockdown depending on severity of virus spread. Kerala model may be adopted by country! Says @sardesairajdeep,Kerala
159767,11-04-2020,Central govt decides to extend lockdown for another two weeks @RShivshankar,Kerala
159768,11-04-2020,Almost all the CMs have proposed for an extention of lockdown till 30th April. However they have also asked @narendramodi to allow States to carry out economic activities within the borders. #coronavirusinindia @thelede_in,Kerala
159769,11-04-2020,Lock down was unavoidable at that time. There was no time to plan. These people must adjust like everyone else. State govt must help them by providing them food and water.,Kerala
165197,12-04-2020,U.S. gave $3.7million grant to lab at center coronavirus scandal https://mol.im/a/8211291 via @MailOnline,Kerala
165198,12-04-2020,False negatives raise doctors' doubts about coronavirus tests ,Kerala
165199,12-04-2020,BBC News - Bill Gates: Few countries will get 'A-grade' for coronavirus response ,Kerala
165200,12-04-2020,#WashingtonPost report about how #Kerala faced #coronavirus ,Kerala
165201,12-04-2020,BBC News - Coronavirus: US death toll overtakes Italy as world's highest https://www.bbc.com/news/world-us-canada-52258284 The United States now has now overtaken Italy to have the highest death toll from coronavirus in the world. The latest data  compiled by Johns Hopkins University  shows more....,Kerala
165202,12-04-2020,Contradictory reports are coming out of Gulf. On one side we hear that Gulf countries are doing a lot to prevent the spread of covid 19 &amp; taking care of everyone there. Then we hear that they want the expatriates to be taken back by their native countries.,Kerala
165203,12-04-2020,Antibody testing in California could tell if people who've had COVID-19 are now immune ,Kerala
165204,12-04-2020,@Apple @AppleSupport would be great if there is another way to unlock the screen with the masks on. We do have the option of entering the number but itâs a hassle. Please do give it a thought . #facerecognition #COVID__19 #faceunlock,Kerala
165205,12-04-2020,Happy Easter Stay Hopeful #HappyEaster2020 #HappyEasterSunday #COVID__19,Kerala
