,Tweet Posted Time (UTC),Tweet Content,Tweet Location
735927,26/05/2020,Hit by coronavirus  Kenyans turn to car boot commerce ,Daman and Diu
735928,26/05/2020,Brazil BRF meatpacking plant hit with more than 300 coronavirus cases ,Daman and Diu
735929,26/05/2020,Pence's press secretary Katie Miller back to work after recovering from COVID-19 ,Daman and Diu
735930,26/05/2020,India's Glenmark to study potential COVID-19 drug combination ,Daman and Diu
735931,26/05/2020,Air India Security Staff On Board Delhi-Ludhiana Flight Tests COVID Positive ,Daman and Diu
735932,26/05/2020,Why Maharashtra & India's Financial capital Mumbai has emerged as the top hotspot for #COVID__19 in the country? How to balance Jaan and Jahaan of Mumbai Know this &amp; much more only on @BJYM Dialogue with Shri.@Dev_Fadnavis ji 27th of May  7PM! #MumbaiFightsCorona #AskBJYM,Daman and Diu
735933,26/05/2020,Thermocol bed for Corona patients #cmomaharashtra #doctors #Covid_19india #IndiaFightsCOVID19 #PMModi,Daman and Diu
735934,26/05/2020,We find one best entertainment in this Covid 19 @RahulGandhi,Daman and Diu
735935,26/05/2020,@RahulGandhi confirm they are not running Aghadi Govt. He also confirm Rift in Aghadi Govt. They were taking credit of forming Govt n now when due to #COVID__19 situation out of control willing to pull hand out of Govt. @rautsanjay61 @OfficeofUT @AUThacke,Daman and Diu
735936,26/05/2020,Covid-19: Recovery rate improves to 41.57%  says govt https://www.livemint.com/news/india/covid-19-recovery-rate-improves-to-41-57-says-govt-11590408195266.html via NaMo App,Daman and Diu
735937,26/05/2020,4 (four) covid 19 positive PT's Discharged from GMER hospital Valsad. Thank you to all hospital staff #Valsad #GujaratFightsCovid19 #mask4all #Social_Distancing #Handwashing @CKharsan @InfoValsadGoG @pkumarias @Ramanlalpatkarr,Daman and Diu
735938,26/05/2020,Protest at government-run KEM hospital in Mumbai over employee's death in COVID-19 ward. He was reportedly unwell  wanted leave ,Daman and Diu
735939,26/05/2020,In the wake of pandemic outspread  Covid-19  we have increased the frequency of sanitization of the rooms and the entire resort. For details  visit http://www.khanvelresort.com/ #KhanvelResortSilvassa #KhanvelResort #Silvassa #Sanitization #IndiaAgainstCorona,Daman and Diu
735940,26/05/2020,"Karan Johar's Household Staff Test Positive For COVID-19. Filmmaker Urges Everyone To ""Stay Home  Stay Safe"" ",Daman and Diu
735941,26/05/2020,Important Chart for #Covid_19india,Daman and Diu
735942,26/05/2020,New York chef turns Michelin-starred eatery into charity kitchen in COVID-19 crisis ,Daman and Diu
735943,26/05/2020,Bouygues says France should postpone 5G auction to year-end because of COVID-19 ,Daman and Diu
735944,26/05/2020,WHO pauses trial of hydroxychloroquine in COVID-19 patients due to safety concerns ,Daman and Diu
735945,26/05/2020,Japan gives up approving Fujifilm's Avigan drug for COVID-19 by May-end: Kyodo ,Daman and Diu
735946,26/05/2020,India among 10 worst-hit COVID-19 nations as cases jump; air travel reopens ,Daman and Diu
735947,26/05/2020,Nice job Sir.. good job done in lock down 4.0...,Daman and Diu
735948,26/05/2020,Lockdown me ek chiz acche se sikhli... How to pronounce Arnold Schwarzenegger ,Daman and Diu
735949,26/05/2020,My God This is scary. RIP. Several dreams are being crushed under lockdown,Daman and Diu
735950,26/05/2020,@shalabhmani My younger brother  and my mother  have been trapped in Mumbai due to Lockdown  requested many people to bring them to Uttar Pradesh  but no one helped  I hope you will help us 7080105767,Daman and Diu
735951,26/05/2020,Why are you so confused when you say lockdown is fail and is pause button now you say why remove lockdown..where is strategy...@RahulGandhi @JPNadda @sambitswaraj,Daman and Diu
735952,26/05/2020,@shipmin_india @PMOIndia shipping ministry is still silent on extending wavier of detention imposed by shipping lines during lockdown periods. Is because shipping line and CFS have bribe Shipping minister? We pay cores of duty and tax to govt still no upd,Daman and Diu
735953,26/05/2020,If lock down is fail than give option there is any other option,Daman and Diu
735954,26/05/2020,Even I doubt it sometimes. Because suddenly just before the lock down ends they come up with cases. Anyway the cases which happened were unfortunate. I am happy to see them back to action. Also appreciate the government and medical staff efforts.,Daman and Diu
735955,26/05/2020,Party of opposition in India is raised some valid questions on #corona and #lockdown which deserve proper reply ...... ,Daman and Diu
735956,26/05/2020,If Lockdown would not have happened then cases will be 2-3 cr min n 2-3 lakhs death. Another due to LOCKDOWN ppl got educated to fight with Corona Virus except @RahulGandhi who's DNA itself is Problematic. Why u are not able to control in Maharashtra rajashthan n Chhattisgarh?,Daman and Diu
735957,26/05/2020,It is clear that 4 stages of Lockdown have not produced the desired results. Now that the Lockdown has failed  we would like to know what is the government's plan going forward : Shri @RahulGandhi #RahulGandhiVoiceOfIndia,Daman and Diu
735958,26/05/2020,India is the only country where the virus is expotentially rising and we are removing the lockdown. The aim and purpose of lockdown has failed. India is facing result of failed lockdown. @RahulGandhi #RahulGandhiVoiceOfIndia,Daman and Diu
735959,26/05/2020,What is the future Strategy after all this 62 days of lockdown How the disease will be Cured ? How will the Migrants be helped further on ? Will all State govt receive equal helps from center ? What are plans for bussiness MSMEs and SMEs ? #RahulGandhiVoiceOfIndia,Daman and Diu
735960,26/05/2020,It is clear that unplanned Lockdown have not produced the desired results. Now that the Lockdown has failed  we would like to know what is the government's plan going forward!! #RahulGandhiVoiceOfIndia,Daman and Diu
735961,26/05/2020,Migrant workers are worst affected and suffering due to the disorganised Central Government who didnât consider this factor before bringing in the Lockdown #RahulGandhiVoiceOfIndia,Daman and Diu
735962,26/05/2020,@TPpodcast_ History of Ideas is the best thing Iâve listened to during the lockdown. Plus  itâs just like being back at university- sweatpants  a very soothing voice  and brain ache.,Daman and Diu
735963,26/05/2020,Why are we projecting our own fear to others? Lockdown has done its job   now is the time to open and let the economy move ahead.,Daman and Diu
735964,26/05/2020,Every single person have to step out in their own way to help humanity..... please do whatever you can  to strengthen our own poor and needy people during #lockdown ,Daman and Diu
735965,26/05/2020,We are happily announcing our star performers of 12th Gujarat Board. Don't let lockdown stop your preparation  join live classes with School of science. Now continue JEE and NEET preparation from home with sos online program from 9th to 12th. #sosvapi #schoolofscience #jee #neet,Daman and Diu
735966,26/05/2020,Lockdown-weary Americans hit the road to U.S. holiday weekend ,Daman and Diu
735967,26/05/2020,Under fire over lockdown trip  close aide to UK's Johnson toughs it out ,Daman and Diu
735968,26/05/2020,Pence's press secretary Katie Miller back to work after recovering from COVID-19 ,Daman and Diu
735969,26/05/2020,India's Glenmark to study potential COVID-19 drug combination ,Daman and Diu
735970,26/05/2020,Valsad: 04 more #COVID19 positive cases registered. 1. A 60 years old lady residing in Divya apartment in Valsad. 2. 55 years old lady living in atul colony. 3. A 52 years old man living near Pardi police stationâ¦ https://www.instagram.com/p/CAqZRCNhsRr/?igshid=1kxwn2betsy9e,Daman and Diu
735971,26/05/2020,Why Maharashtra & India's Financial capital Mumbai has emerged as the top hotspot for #COVID__19 in the country? How to balance Jaan and Jahaan of Mumbai Know this &amp; much more only on @BJYM Dialogue with Shri.@Dev_Fadnavis ji 27th of May  7PM! #MumbaiFightsCorona #AskBJYM,Daman and Diu
735972,26/05/2020,@washingtonpost @CNN @AlJazeera_World @nytimes @XHNews @BBC This is how the nos of cases of COVID19 are less in India .. ,Daman and Diu
735973,26/05/2020,We find one best entertainment in this Covid 19 @RahulGandhi,Daman and Diu
735974,26/05/2020,Valsad: 04 #COVID19 positive patients Discharged from GMER hospital Valsad. Stay Home Stay Safe. #vapi #valsaddistrict #2605 #215 https://www.instagram.com/p/CApkplqAUyS/?igshid=1vgvsij2f19qq,Daman and Diu
735975,26/05/2020,@RahulGandhi confirm they are not running Aghadi Govt. He also confirm Rift in Aghadi Govt. They were taking credit of forming Govt n now when due to #COVID__19 situation out of control willing to pull hand out of Govt. @rautsanjay61 @OfficeofUT @AUThacke,Daman and Diu
735976,26/05/2020,Covid-19: Recovery rate improves to 41.57%  says govt https://www.livemint.com/news/india/covid-19-recovery-rate-improves-to-41-57-says-govt-11590408195266.html via NaMo App,Daman and Diu
735977,26/05/2020,4 (four) covid 19 positive PT's Discharged from GMER hospital Valsad. Thank you to all hospital staff #Valsad #GujaratFightsCovid19 #mask4all #Social_Distancing #Handwashing @CKharsan @InfoValsadGoG @pkumarias @Ramanlalpatkarr,Daman and Diu
735978,26/05/2020,The safety of our people and those around us is our top priority. We are taking all necessary precautions with our facilities in accordance with CDC guidelines to stop the spread of the virus. #AlphaPlastomers #AddingValue #Covid19 #CDCguidelines #socialdistancing,Daman and Diu
735979,26/05/2020,Protest at government-run KEM hospital in Mumbai over employee's death in COVID-19 ward. He was reportedly unwell  wanted leave ,Daman and Diu
735980,26/05/2020,In the wake of pandemic outspread  Covid-19  we have increased the frequency of sanitization of the rooms and the entire resort. For details  visit http://www.khanvelresort.com/ #KhanvelResortSilvassa #KhanvelResort #Silvassa #Sanitization #IndiaAgainstCorona,Daman and Diu
735981,26/05/2020,"Karan Johar's Household Staff Test Positive For COVID-19. Filmmaker Urges Everyone To ""Stay Home  Stay Safe"" ",Daman and Diu
735982,26/05/2020,New York chef turns Michelin-starred eatery into charity kitchen in COVID-19 crisis ,Daman and Diu
735983,26/05/2020,Bouygues says France should postpone 5G auction to year-end because of COVID-19 ,Daman and Diu
735984,26/05/2020,WHO pauses trial of hydroxychloroquine in COVID-19 patients due to safety concerns ,Daman and Diu
735985,26/05/2020,Japan gives up approving Fujifilm's Avigan drug for COVID-19 by May-end: Kyodo ,Daman and Diu
735986,26/05/2020,India among 10 worst-hit COVID-19 nations as cases jump; air travel reopens ,Daman and Diu
735987,26/05/2020,@CollectorDnh sir pls make some decisions about the work permit for people who have shop in Silvassa and they reside at vapi. My shop is in Silvassa my two workers are also there I m also ready to be quarantined or make my covid19 test on payment base so ,Daman and Diu
741808,27/05/2020,UK workers covered by coronavirus wage subsidy hit 8.4 million ,Daman and Diu
741809,27/05/2020,Coronavirus Positive Woman Delivers Healthy Twin Girls At Hyderabad Hospital ,Daman and Diu
741810,27/05/2020,LATAM becomes largest airline driven to bankruptcy by coronavirus ,Daman and Diu
741811,27/05/2020,Coronavirus outbreak at South Korea e-commerce warehouse drives spike in new cases ,Daman and Diu
741812,27/05/2020,Thats how Indians fighting against Corona #coronavirus #StayHome,Daman and Diu
741813,27/05/2020,This Corona Pandemic is going to hit the healthcare workers the hardest. Be prepared  be safe  take all precautions. #coronavirus #CoronaWarriors #CoronaUpdate,Daman and Diu
741814,27/05/2020,Death rates in different countries.. Hong Kong 0.4% Singapore #coronavirus ,Daman and Diu
741815,27/05/2020,Novavax aims to make one billion COVID-19 vaccine doses after buying plant ,Daman and Diu
741816,27/05/2020,EU governments ban malaria drug for COVID-19  trial paused as safety fears grow ,Daman and Diu
741817,27/05/2020,Whole world is fighting with global pandemic COVID-19  we students fighting with our EXAMS #No EXAMS @navin_sheth @PMOIndia @HRDMinistry @GujEduDept @GTUoffice @vijayrupanibjp @CMOGuj,Daman and Diu
741818,27/05/2020,Covid-19: Did a late-night letter from 20 senior lawyers change SC mind on migrants? ,Daman and Diu
741819,27/05/2020,@collectorvalsad can you please post the data of covid-19 infected people area wise  so we the people can get correct information about concern area,Daman and Diu
741820,27/05/2020,Merck to buy Austrian vaccine maker as it jumps into COVID-19 race ,Daman and Diu
741821,27/05/2020,Antibody drug tech firm AbCellera raises $105 million as it works on COVID-19 ,Daman and Diu
741822,27/05/2020,@narendramodi we suggest not allow outsider without quaritine period of 15 days to our city valsad as they are prospective covid people.,Daman and Diu
741823,27/05/2020,Many people coming from MAHARASHTRA to VALSAD dist of GUJRAT state are not being tested for covid 19 .. they are roaming openly in city without following quarantine... so  many positive cases resulting in valsad ... whatâs meaning of lockdown now ?? Please help,Daman and Diu
741824,27/05/2020,@collectorvalsad @DDO_VALSAD @InfoValsadGoG @Ramanlalpatkarr @bharatpatelmla @CKharsan #COVID__19 #valsadpositivecased sir plese declare wich area is containment Area in valsad city,Daman and Diu
741825,27/05/2020,Kya baat he ! Administratn ke against aisa baat karna BJP ko shobha nhi dete..! Dnh &amp; Daman Administration has done a great job in keeping covid away and maintained green &amp;safe zone! This is not the time for pinpointing but to fight against corona!,Daman and Diu
741826,27/05/2020,India Australia pacts r needed 2 overcome economic crisis faced by covid pandemic as wel by sanctions put by China on Australia.MLSA wil negate the need of repeated negotiations &amp; save time.A slap on China.(3/3),Daman and Diu
741827,27/05/2020,Cc @pkumarias @AmdavadAMC @JayantiRavi @MoHFW_GUJARAT IF THIS NEWS IS FALSE THEN TAKE ACTION IF NOT THEN WE WILL ASSUME THAT THE CAT IS OUT OF THE BAG &amp; YOU ARE TAKING US GUJARATIS FOR A #COVID RIDE @CMOGuj @MoHFW_INDIA @drharshvardhan @PMOIndia @PIB_India @vnehra @CollectorAhd,Daman and Diu
741828,27/05/2020,Release new version of Waka Waka...on basis of COVID - 19.,Daman and Diu
741829,27/05/2020,@narendramodi #udhavthakrey #Covid_19 @CMOMaharashtra UTsir  open the lockdown as solution to mumbai Covid. Room density is too high. So open up and allow redensification. Ensure thermal screening at several places and isolate those who are symptomatic. O,Daman and Diu
741830,27/05/2020,Private jet demand rises as wealthy Russians spend lockdown in West ,Daman and Diu
741831,27/05/2020,@HDFCLIFE i had purchase term plan in march but due to lockdown medical in still pending as your yogi hospital at silvassa is now open but not appointment is still not open till now,Daman and Diu
741832,27/05/2020,https://twitter.com/ShahStocks/status/1265658322205782018?s=09 Cases will rose exponentially now as the lockdown was lifted up  in an as always  Hasty decision making strategy of Govt. Also you need to provide data of Testing happened in other countries worldwide and then compare.,Daman and Diu
741833,27/05/2020,https://twitter.com/ShahStocks/status/1265658322205782018?s=09 The cases will increase exponentially now as lockdown is lifted up in an as always  hasty decision making ideology of Govt.,Daman and Diu
741834,27/05/2020,Yes But this lockdown it has crossed all limits including Govt officers,Daman and Diu
741835,27/05/2020,Missed paying Advance Income Tax before 31 March 2020 because of Lockdown? Know Implications ,Daman and Diu
741836,27/05/2020,Migrants are dying after long torture /suffering & unplanned lockdown   also clashes in Indo china border and see what the priority of Govt is ! ,Daman and Diu
741837,27/05/2020,Get ready for Lockdown 5  else get ready to face the impact of hasty decisions taken as always under Modi regime.!!! I understand economy is imp but hasty decisions taken isn't a solution. Where is the disaster team management?? @PMOIndia,Daman and Diu
741838,27/05/2020,Lifting of lockdown suddenly &amp; to such an extent has created havoc in many smaller cities. Where there wasn't a single case in Valsad now has 18 cases in matter of 5 days. And it's Increasing at a faster pace. Strategic Lifting was a far better idea which could be implemented.,Daman and Diu
741839,27/05/2020,Many Non Medical Shops like MOBILE SHOPS  RO plant  Anaj Kirana Store are doing Business Of Alcoholic Sanitizer n Administration not taking action. Corruption in LOCKDOWN Highest Since Independence. Ppl doing Business of Medical with License are Fools @collectorvalsad,Daman and Diu
741840,27/05/2020,Dear sir I am requesting you to allow gym clubs to open in this lockdown period I have shared in this mail some suggestions of guidelines to follow by all gym owners if liquor shop and pan masala/gutkha shops are allowed than why not gym.,Daman and Diu
741841,27/05/2020,Same thing was Critizing by @JhaSanjay but after becoming Positive he Support Lockdown n advise to Obey LOCKDOWN rules,Daman and Diu
741842,27/05/2020,@narendramodi Sir  Religious places like Mandir  Masjid  Church may be kept close for some more days during and after lockdown period.,Daman and Diu
741843,27/05/2020,UK lockdown drives fastest growth in grocery sales for over 25 years ,Daman and Diu
741844,27/05/2020,Plan your relaxing post-lockdown trip at The Gold Beach Resort #coronaquarantine #quarantine #lockdown #lockdownindia #Beachresort #resort #Daman #Weekendplace #Seafoood #Claypotbiryani #Seafaceresort #seaface #Spa #Gamezone #Deluxerooms #Goodhospitality,Daman and Diu
741845,27/05/2020,People need to get use to it. We need to keep eye on Mortality rate n Recovery rate. Cases are going to increase till u don't get vaccine. If lockdown will be imposed then ppl will do loot faat as they don't have money to pay rent n jobs are getting Sacked,Daman and Diu
741846,27/05/2020,Gym continue closed since lockdown started but rent of the same is continue..,Daman and Diu
741847,27/05/2020,Many people coming from MAHARASHTRA to VALSAD dist of GUJRAT state are not being tested for covid 19 .. they are roaming openly in city without following quarantine... so  many positive cases resulting in valsad ... whatâs meaning of lockdown now ?? Please help,Daman and Diu
741848,27/05/2020,One year means lockdown 21.0 lag jaenga,Daman and Diu
741849,27/05/2020,Time to uplift your lockdown mood with luscious food from ORCHID RESTAURANT@GALAXY HIGH STREET  Vapi. To place the order call 0260 6615577/55 #loveforfood #safe #hygienic #tasty #takeawayorders #orchidrestaurantâ¦ https://www.instagram.com/p/CArZnAwhL5X/?igshid=1fnad89g9u1cq,Daman and Diu
741850,27/05/2020,@narendramodi #udhavthakrey #Covid_19 @CMOMaharashtra UTsir  open the lockdown as solution to mumbai Covid. Room density is too high. So open up and allow redensification. Ensure thermal screening at several places and isolate those who are symptomatic. O,Daman and Diu
741851,27/05/2020,But they said that if govt. Release the lock down  universities can take the exams of intermediate semester students. Correct me if I'm wrong sir. ,Daman and Diu
741852,27/05/2020,Novavax aims to make one billion COVID-19 vaccine doses after buying plant ,Daman and Diu
741853,27/05/2020,EU governments ban malaria drug for COVID-19  trial paused as safety fears grow ,Daman and Diu
741854,27/05/2020,Whole world is fighting with global pandemic COVID-19  we students fighting with our EXAMS #No EXAMS @navin_sheth @PMOIndia @HRDMinistry @GujEduDept @GTUoffice @vijayrupanibjp @CMOGuj,Daman and Diu
741855,27/05/2020,Covid-19: Did a late-night letter from 20 senior lawyers change SC mind on migrants? ,Daman and Diu
741856,27/05/2020,@collectorvalsad can you please post the data of covid-19 infected people area wise  so we the people can get correct information about concern area,Daman and Diu
741857,27/05/2020,We will live with Covid19 for months. Let's not deny it or panic: Dr. Faheem Younus â Daily The Azb ,Daman and Diu
741858,27/05/2020,Valsad: Total 05 #COVID19 positive patients registered today. Vegetable trader Mr. Jaiswal's wife  son and brother are tested positive. Moreover  2 people tested positive in a family which was affected before fewâ¦ https://www.instagram.com/p/CAsLJqLBA_z/?igshid=qxuty8hgnsgw,Daman and Diu
741859,27/05/2020,Merck to buy Austrian vaccine maker as it jumps into COVID-19 race ,Daman and Diu
741860,27/05/2020,Antibody drug tech firm AbCellera raises $105 million as it works on COVID-19 ,Daman and Diu
741861,27/05/2020,Many people coming from MAHARASHTRA to VALSAD dist of GUJRAT state are not being tested for covid 19 .. they are roaming openly in city without following quarantine... so  many positive cases resulting in valsad ... whatâs meaning of lockdown now ?? Please help,Daman and Diu
741862,27/05/2020,@collectorvalsad @DDO_VALSAD @InfoValsadGoG @Ramanlalpatkarr @bharatpatelmla @CKharsan #COVID__19 #valsadpositivecased sir plese declare wich area is containment Area in valsad city,Daman and Diu
741863,27/05/2020,Partnership in education meritime sphere water resources research and collaboration on Covid19 Scott Morrison India is natural partner4 Australia. Both countries need 2 find diversity of supplier at one hand &amp; diversity 4 customers 4 products on other hand (2/3),Daman and Diu
741864,27/05/2020,Release new version of Waka Waka...on basis of COVID - 19.,Daman and Diu
741865,27/05/2020,@narendramodi #udhavthakrey #Covid_19 @CMOMaharashtra UTsir  open the lockdown as solution to mumbai Covid. Room density is too high. So open up and allow redensification. Ensure thermal screening at several places and isolate those who are symptomatic. O,Daman and Diu
747370,28/05/2020,Alibaba extends its reach in China as coronavirus outbreak opens doors ,Daman and Diu
747371,28/05/2020,Coronavirus May Never Go Away  Even With A Vaccine  Warn Experts ,Daman and Diu
747372,28/05/2020,@GTUoffice :-I request GTU to provide masks to students as well  because due to Corona virus positive people in our area. So we do not have the option to go out of the area to purchase  so please also provide marks on cente so there is not any risk proble,Daman and Diu
747373,28/05/2020,Miss #hollydays Bcoz of #coronavirus #COVID19,Daman and Diu
747374,28/05/2020,India Fights Corona - The Rap Song|Corona song hindi Song|Covid-19|Lockd... click on the link .........https://youtu.be/mCB9Be9-x8g ...........via @YouTubeIndia @Bhuvan_Bam @ashchanchlani @CarryMinati @YouTube @ytcreators @youtubemusic,Daman and Diu
747375,28/05/2020,@AmitShah Sir  Mandir  Masjid  Church may be closed in lockdown 5 to prevent spread of covid-19.,Daman and Diu
747376,28/05/2020,YeS.. everything is flowing ..before covid there was already so much rush. And covid added extra load.,Daman and Diu
747377,28/05/2020,Tushar Mehta SG says arm chair intellectuals spreading negativity a-la âprophets of doomâ.Mr Mehta what will you call one who instead of following WHO advise  âinventedâ thali taali & diya to fight COVID-19.PRAPOGATOR OF DOOM?Or DISTRUCTOR PAR EXCELLENCE?Or STUPIDITY PERSONIFIED?,Daman and Diu
747378,28/05/2020,@collectorvalsad@CMOGuj@ValsadDso R.Sir i heared that on 30th you'll be retire; but sir as per Ground level scenario last few day valsad district completely fail to fight with covid-19. It's one of the reason i saw is that no any police or medical staff o,Daman and Diu
747379,28/05/2020,No preferential access to Themis' potential COVID-19 vaccine - CEO ,Daman and Diu
747380,28/05/2020,Many students being from outside Katnataka  if any one of them catches COVID 19   who will be responsible for it? How are parents supposed to take care of students who are infected?,Daman and Diu
747381,28/05/2020,Wish human life was valued a bit and we were more sensitive as a society and a nation. #lockdown2020 #COVID__19,Daman and Diu
747382,28/05/2020,@AmitShah Sir  Mandir  Masjid  Church may be closed in lockdown 5 to prevent spread of covid-19.,Daman and Diu
747383,28/05/2020,Hahahaha if that is adopted then India would have 10 lakh death and 10 crores infected.A flop Maharastra govt.which has no care of lockdown and the people instead of appeasing their political masters. Hell to the Maharastra govt.,Daman and Diu
747384,28/05/2020,#SpeakUpIndia 1)it seems lockdown is affecting on economy putting Indian economy to a greater risk. 2) daily wages labours are finished  labour crisis has been observed 3) India government has totally failed to serve public 4) only Government work tenders are in running mode ,Daman and Diu
747385,28/05/2020,@prafulkpatel @SandeepSingh_me @KaushilShah_Ind @koolkalim @PMOIndia SILVASSA: Lockdown is in Force Many Private Schools Here Have Began Harrassing Parents for Addmissions  To Purchase Books And Other School Equipment for Online Classes Just to Collect Th,Daman and Diu
747386,28/05/2020,Be ready to give yourself a treat post the lockdown at your favourite resort Khanvel with minimal contact and safe social distance. For details  visit http://www.khanvelresort.com/ #KhanvelResortSilvassa #KhanvelResort #IndiaAgainstCorona #Silvassa #SocialDistance,Daman and Diu
747387,28/05/2020,Stranded by virus lockdown  India migrant workers walk home 28 MAR 2020 #SpeakUpIndia,Daman and Diu
747388,28/05/2020,"à¤­à¤¾à¤°à¤¤ à¤à¥ 11 à¤¶à¤¹à¤°à¥à¤ à¤®à¥à¤ 14 à¤¦à¤¿à¤¨ à¤¬à¤¢à¤¼ à¤¸à¤à¤¤à¤¾ à¤¹à¥ Corona Lockdown 5 http://dhunt.in/9NjdH?s=a&amp;uu=0xabf3dd146e77b689&amp;ss=wsp Source : ""United For India News"" via Dailyhunt Download Now http://dhunt.in/DWND #GujaratCoronaUpdate #IndiaFightsCoronavirus #Gujarat #Valsad #India",Daman and Diu
747389,28/05/2020,India Fights Corona - The Rap Song|Corona song hindi Song|Covid-19|Lockd... click on the link .........https://youtu.be/mCB9Be9-x8g ...........via @YouTubeIndia @Bhuvan_Bam @ashchanchlani @CarryMinati @YouTube @ytcreators @youtubemusic,Daman and Diu
747390,28/05/2020,Education department ( before exam date declared) : Last year student's ke pass #COVID19 ki vaccine hai unki exam le lete hai  1 and 2 year valo ke pass nahi hai inko #MassPromotion de dete hai. #wewantmasspromotion @GTUoffice @navin_sheth @imBhupendrasinh @GujEduDept,Daman and Diu
747391,28/05/2020,This is where valsad stands in terms of active cases  that day us not far when we are in red zone. This is all because of connection with mumbai and other districts of gujarat. @collectorvalsad #gujarat #vapi #covid19 #valsad #CoronaUpdatesInIndia,Daman and Diu
747392,28/05/2020,@AmitShah Sir  Mandir  Masjid  Church may be closed in lockdown 5 to prevent spread of covid-19.,Daman and Diu
747393,28/05/2020,Valsad: The 10th patient from Valsad district defeats #COVID19 and discharged from the hospital. #2805 #vapi #valsaddistrict #https://www.instagram.com/p/CAvK28SBVfB/?igshid=w3gsuomzujka,Daman and Diu
747394,28/05/2020,Tushar Mehta SG says arm chair intellectuals spreading negativity a-la âprophets of doomâ.Mr Mehta what will you call one who instead of following WHO advise  âinventedâ thali taali & diya to fight COVID-19.PRAPOGATOR OF DOOM?Or DISTRUCTOR PAR EXCELLENCE?Or STUPIDITY PERSONIFIED?,Daman and Diu
747395,28/05/2020,@PiyushGoyal Sir  that's gr8 you are offering Railways for the migrants.....but think about the other problems ..........Pandemic  Job....and most important the survival.......india is not anyway prepared for this.....The Govt. can't engage all medicos...,Daman and Diu
747396,28/05/2020,@collectorvalsad@CMOGuj@ValsadDso R.Sir i heared that on 30th you'll be retire; but sir as per Ground level scenario last few day valsad district completely fail to fight with covid-19. It's one of the reason i saw is that no any police or medical staff o,Daman and Diu
747397,28/05/2020,No preferential access to Themis' potential COVID-19 vaccine - CEO ,Daman and Diu
747398,28/05/2020,Many students being from outside Katnataka  if any one of them catches COVID 19   who will be responsible for it? How are parents supposed to take care of students who are infected?,Daman and Diu
747399,28/05/2020,Miss #hollydays Bcoz of #coronavirus #COVID19 ,Daman and Diu
747400,28/05/2020,Wish human life was valued a bit and we were more sensitive as a society and a nation. #lockdown2020 #COVID__19,Daman and Diu
752789,29/05/2020,7 466 Coronavirus Cases In India In 24 Hours  Biggest Jump So Far ,Daman and Diu
752790,29/05/2020,Coronavirus heats up Estonian sauna industry ,Daman and Diu
752791,29/05/2020,Dubai hits the ski slope as coronavirus restrictions lift ,Daman and Diu
752792,29/05/2020,Feline good - French cat survives coronavirus infection ,Daman and Diu
752793,29/05/2020,Monkeys steal coronavirus blood samples in India ,Daman and Diu
752794,29/05/2020,Drought adds to Belgian farmers' coronavirus misery ,Daman and Diu
752795,29/05/2020,Portugal's once-booming tourism collapses due to coronavirus ,Daman and Diu
752796,29/05/2020,This can happen only on #India #coronavirus #lockdownextension,Daman and Diu
752797,29/05/2020,WHO  37 countries launch alliance to share tools to battle COVID-19 ,Daman and Diu
752798,29/05/2020,Health Ministry Refuses To Reveal Amount Spent On COVID-19 Equipment ,Daman and Diu
752799,29/05/2020,"Are We Animals?: COVID Patients On ""Inhuman Conditions"" At UP Hospital ",Daman and Diu
752800,29/05/2020,Sun Pharma to conduct clinical trial of pancreatitis drug in COVID-19 patients ,Daman and Diu
752801,29/05/2020,One more covid-19 positive pt discharged today. ,Daman and Diu
752802,29/05/2020,Bed for covid patients @samant_uday @CMOMaharashtra @PMOIndia @ABPNews,Daman and Diu
752803,29/05/2020,#à¤­à¥à¤°à¤·à¥à¤à¤¾à¤à¤¾à¤°BJP *Haryana Liquor Scam:* https://timesofindia.indiatimes.com/city/chandigarh/haryana-huge-quantity-of-imfl-goes-missing-from-sonepat-godown-cops-under-scanner/articleshow/75557310.cms *COVID-19 Gear Scam In Indore:* https://www.ndtv.com/india-news/coronavirus-india-madhya-pradesh-indore-probes-alleged-scam-involving-covid-19-gear-2-officers-removed-2227808 #à¤­à¥à¤°à¤·à¥à¤à¤¾à¤à¤¾à¤°à¥BJP,Daman and Diu
752804,29/05/2020,One of the famous scam during pandemic Covid-19 is Gujarat Mask Scam. #à¤­à¥à¤°à¤·à¥à¤à¤¾à¤à¤¾à¤°à¥BJP,Daman and Diu
752805,29/05/2020,While the country is battling Covid-19  BJP governements in centre and across the country are busy indulging in corruption and profiteering at the cost of people. #à¤­à¥à¤°à¤·à¥à¤à¤¾à¤à¤¾à¤°à¥BJP,Daman and Diu
752806,29/05/2020,Please stop people come from outside district...If they really needs to enter in valsad District they have to produce Negative report of covid 19. Otherwise this district and all the people are going to positive as this people are. Please Sir. Apply this rule  Request Sir ,Daman and Diu
752807,29/05/2020,@PMOIndia Please put immediate ban on the media giving gross figures of COVID patients. Figures of only live patients be given to avoid creating unnecessary panic,Daman and Diu
752808,29/05/2020,Plz pass your 1â¹ to needy one in covid 19 its big contributoin. I have new idea for income come contect me I will provide a plateform for income https://www.instagram.com/p/CAwgJ8kghLA/?igshid=cjru1og4eo2b,Daman and Diu
752809,29/05/2020,One year of Modi 2.0: Itâs seen extraordinary economic and political crises. Covid only exposed the glaring gaps â¦@rajeevgowdaâ©,Daman and Diu
