Unnamed: 0,Tweet Posted Time (UTC),Tweet Content,Tweet Location
773128,01-06-2020,EC announces revised schedule for Rajya Sabha polls deferred due to COVID outbreak &amp; nationwide lockdown. Elections to 18 seats to be held on June 19 @digvijaya_28,Madhya Pradesh
773129,01-06-2020,Power is gained by sharing knowledge and not by hoarding it. In this Covid-19 situation  we have still managed to conduct online classes for more than 30 children at two different shelter homes. #onlineclassesâ¦ https://www.instagram.com/p/CA4-EDqlXHq/?igshid=14qja4vhrxhu9,Madhya Pradesh
773130,01-06-2020,Brother you got trapped inbfake news again. Listen original audio he talked about 1 crore ayushman bharat beneficiaries not covid-19.,Madhya Pradesh
773131,01-06-2020,#covid_19 Tests in India Maharashtra - 3867 tests per million Tamil Nadu - 6499 Delhi - 10739 Gujarat- 3120 Rajasthan- 5304 MP- 2041 UP- 1289 WB- 2103 Bihar- 634 ----- India- 2700 USA- 53000 Spain- 86000 Italy- 64000 The less the tests  the more time to finish covid.,Madhya Pradesh
773132,01-06-2020,Parents: No Schools until Zero Covid Case in the State or until Vaccines are out. - Sign the Petition! http://chng.it/J27kgtjd via @ChangeOrg_India,Madhya Pradesh
773133,01-06-2020,Parents: No Schools until Zero Covid Case in the State or until Vaccines are out. - Sign the Petition! http://chng.it/Q5w7DGm6 via @ChangeOrg_India,Madhya Pradesh
773134,01-06-2020,@globaltimesnews you can only give covid -19 to world because of you people world is facing covid,Madhya Pradesh
773135,01-06-2020,Pvt. schools financially exploiting teachers during COVID Crisis. No grievance redressal by @labour_mp   @schooledump @CMMadhyaPradesh @ChouhanShivraj . @PMOIndia @narendramodi @HRDMinistry @IndoreCollector PLZ HELP!!! #paytheteachers,Madhya Pradesh
773136,01-06-2020,Pvt. schools financially exploiting teachers during COVID Crisis. No grievance redressal by @labour_mp   @schooledump @CMMadhyaPradesh @ChouhanShivraj . @PMOIndia @narendramodi @HRDMinistry @IndoreCollector PLZ HELP!!! #paytheteachers,Madhya Pradesh
773137,01-06-2020,Rest in peace! Celebrated music composer #WajidKhan of the duo Sajid-Wajid passes away at 42. He was suffering from COVID-19.,Madhya Pradesh
773138,01-06-2020,Shop the best #vegafaceshields from Krishna Accessories House at the best price and protect yourself from COVID-19. For enquiry Call: (0731) 2702222  9425062222 Visit: Shop No 22  Shrinath Business Centre  Chhoti Gwaltoli  Indore #faceshield #covid19 #indore #india,Madhya Pradesh
773139,01-06-2020,#Covid-19 #coronavirus #saty safe #stayhealthy #staystrong #staypositive #stayoutside #becareful #besafe https://www.instagram.com/p/CA4j--DjedL/?igshid=1tnibbzmsds5p,Madhya Pradesh
773140,01-06-2020,News coverage  In dainikyug newspaper. #dainikyug #COVID19India #Quarantine #Newspaper #ArtistOnTwitter #artist #India #covidart #Covid_19india #artistic #artists #artboost #indianfighter #covidfighter,Madhya Pradesh
773141,01-06-2020,primary schools may start after August with changes i syllabus Parents: No Schools until Zero Covid Case in the State or until Vaccines are out. - Sign the Petition! http://chng.it/tpPXPGHD via @ChangeOrg_India,Madhya Pradesh
773142,01-06-2020,2-June: #SDGtalks co-hosted by @cns_health &amp; @IIM_I w Theresa Mathawaphan  Chief Strategy Officer at @NIAThailand. 'How #Thailand fights in #Crisis to support #innovation &amp; #social #Sustainability' @bobbyramakant @shobha1shukla #ThailandNews #Covid_19 #StaySafeStayHealthy,Madhya Pradesh
773143,01-06-2020,Parents: No Schools until Zero Covid Case in the State or until Vaccines are out. - Sign the Petition! http://chng.it/DTBNkgMx via @ChangeOrg_India,Madhya Pradesh
773144,01-06-2020,What if you get promoted and the covid 19 never ended... Well in that case you may also demand a general degree few years later Padhle bhai exam toh hokar rahegi ,Madhya Pradesh
773145,01-06-2020,Respected sir  I m a daughter of a father who work in a private automobile company in Khandwa.The company reopen by owner from today itself without taking any permission I guess  so sir humble request do check if permission granted to open by DM _khandwa due to COVID-19,Madhya Pradesh
773146,01-06-2020,Prime Minister @narendramodi's seven-point plan to combat COVID-19. #1YearOfModi2,Madhya Pradesh
773147,01-06-2020,BJP rule ain't a coronavirus for India. Because COVID-19 gives a recovery rate of 47.76%. Under BJP rule  it's beyond repair. #justsaying,Madhya Pradesh
773148,01-06-2020,Madhya Pradesh COVID-19: Total cases: 8089 Active cases: 2897 Indore COVID-19: Total cases: 3486 And Shivu Mamaji @ChouhanShivraj ko exams conduct karwaani hai under such circumstances #GeneralPromotionToMPStudents,Madhya Pradesh
773149,01-06-2020,Not due to Covid. He had kidney infection.,Madhya Pradesh
773150,01-06-2020,Prevention against Covid-19 ,Madhya Pradesh
773151,01-06-2020,Baba Ramdev's Patanjali says it has launched clinical trials to treat COVID-19(http://Moneycontrol.com  28.5.20). Shd we hope  the drug will be in use within a month? Of course long term study shd be continued to rule out the side effects/AE. @BabaRam_Dev ji @ICMRDELHI @fpjindia,Madhya Pradesh
773152,01-06-2020,The London-based global hydropower trade body has just published the 2020 Hydropower Status Report and Covid-19 Policy Paper ,Madhya Pradesh
773153,01-06-2020,Uk:Proposes a plan to make a group D10 (group of 10 democratic nations) Trump:Wants to expand G7 and include India  Russia south Korea  Australia. World is sending us opportunities. Are we ready to take these. #SundayMotivation #Covid_19 @DrSJaishankar @MEAIndia @narendramodi,Madhya Pradesh
773154,01-06-2020,Insurers face uncertainty in setting 2021 premiums Insurers need to project the future cost of delayed elective procedures and total expenses of COVID-19 care. ,Madhya Pradesh
773155,01-06-2020,Indiaâs position in now 7th from total covid cases point of view. I guess  with the present trend  after a week it will replace Italy. We still need to go for aggressive #survey followed by #tests &amp; strict imposition of anti-corona measures.@PMOIndia @CMMadhyaPradesh @ICMRDELHI,Madhya Pradesh
773156,01-06-2020,#MetroGroup #ContestAlert Will go to Orphanage Home to distribute eatable n necessary things which they didnât get during Lockdown @Sonika52507388 @Sandeepkj62401 @imPalak18 @chilled_Sup,Madhya Pradesh
773157,01-06-2020,Whole community should their true colour during covid lockdown.. assholes islamists.,Madhya Pradesh
773158,01-06-2020,Dear sir when will be the flights of Qatar there is very limited flight you have been given..can you please clarify when we will go our home only single single flights of a city how we will survive my parents are suffering from lockdown and alone at home @airindiain @MoCA_GoI,Madhya Pradesh
773159,01-06-2020,Lockdown tha na bhiya ,Madhya Pradesh
773160,01-06-2020,Just posted a photo @Lockdown Days https://www.instagram.com/p/CA5qVr-g3lfutDeumHup4MLTXBfxWvFF6fMCzE0/?igshid=10oqlc38fraep,Madhya Pradesh
773161,01-06-2020,Har taraf sirf shehnaaz ki baat ho rhi he Wait until lockdown overs frm mumbai....her projects...i cant imagine her success ,Madhya Pradesh
773162,01-06-2020,There will be 20% rise in loot cases after lockdown.,Madhya Pradesh
773163,01-06-2020,#rgpv_spreding_corrona_virus rgpv conduct exam in this time when corona virus spreding to much it is very dangerous for every student.collage sending masseges realted to our remaining fees during lockdown. it is very disgusting thing. #GenralPromotionToMpStudent @ChouhanShivraj,Madhya Pradesh
773164,01-06-2020,Sir as Covid 19 will go longer  and still you and your district collectors are thinking that when Covid will be over completely then only you will lift lockdown then it is not justifiable... neither central n state gov are helping the people to live then why still it is imposed,Madhya Pradesh
773165,01-06-2020,Are aap to Hume apki 10th ki digree bata do ho Sakta h is lockdown m fainal ki ho chuki hogi ,Madhya Pradesh
773166,01-06-2020,Lockdown ho to problem unlock ho to problem ...Chahta kya h bhai,Madhya Pradesh
773167,01-06-2020,I owe it to myself to be consistent. I owe it to myself to stay disciplined. I owe it to myself to stay focused. . Follow - @ayushilodha3 . #students_info_ #studentsinfo #thoughts #lockdown #coronavirusâ¦ https://www.instagram.com/p/CA5eB2uppqo/?igshid=1g0vq9eqorls5,Madhya Pradesh
773168,01-06-2020,Lockdown Day 73:- @I_Pistachio_I is not Ritee  her name is smriti My whole life was a lie,Madhya Pradesh
773169,01-06-2020,Last days of lockdown 4. Seems like People forgot that there was any Corona virus before. Didn't even dare to go to the shores. ,Madhya Pradesh
773170,01-06-2020,@kreditbee Dear sir or mam Lockdown is extended. my business is not start. So please extend my loan emi. 8507935045 Pawan k sanwaria,Madhya Pradesh
773171,01-06-2020,@ChouhanShivraj @OfficeofSSC @collector_dewas @JansamparkMP Sir many company &amp; offices are closed during lockdown now they deducted salary or many people loss their job force to resign is any rule to stop such incidents..please help such people.,Madhya Pradesh
773172,01-06-2020,Sorry to ruin that for you! I've been snorting Vim bar liquid for quite some time during the lockdown ,Madhya Pradesh
773173,01-06-2020,Please help me sir I am stucked in Indore due to lockdown here I was working in a BPO kindly help me to visit my home dist. Anuppur @collectorapr @ChouhanShivraj @JansamparkMP @CMMadhyaPradesh @ChouhanShivraj,Madhya Pradesh
773174,01-06-2020,@Rail_Wire why is there no internet in Udaipur? I am using railwire since long time but from the start of this lockdown the services are totally down and no body provides with any satisfactory answers. @RailwireE,Madhya Pradesh
773175,01-06-2020,Ms. Priyanka Sharma shares her experience after having successful Melasma treatment from @skinlife_clinic. Have a look. In lockdown period  consult through telephone to get the treatment : 9926580465 https://youtu.be/WiKqvo-XK_s #Dermatology #Treatment #OnlineCosultation,Madhya Pradesh
773176,01-06-2020,Finally Lock down series came to an end and now we are switching towards Unlocking Phase. In this time period of two months we have learnt that how to resist corona and what precautionary measures are required to defeat corona. ,Madhya Pradesh
773177,01-06-2020,Someone- How Much Lucky You Are? Me- Mera Birthday Lockdown Me Aa Gya ,Madhya Pradesh
773178,01-06-2020,EC announces revised schedule for Rajya Sabha polls deferred due to COVID outbreak & nationwide lockdown. Elections to 18 seats to be held on June 19 @digvijaya_28,Madhya Pradesh
773179,01-06-2020,Corona Warrior Khan bhai.. this is how he is serving #Nation during lock down. All Khan's are here to earn money only. They don't hv interest to serve anything during critical situations. @aajtak @ABPNews @sardanarohit @RubikaLiyaquat @anjanaomkashyap,Madhya Pradesh
773180,01-06-2020,What about those who didn't have loans with Banks earlier. Is the Govt doing anything for them or just bluffing.All MP's MLA's Bureaucrats got their salary for the two month Lockdown period. What Govt gave to Businesses who lost their Income for two Months.Why they should suffer.,Madhya Pradesh
773181,01-06-2020,JEE Mains and Advanced dates were released in May  people were worried about their preparation due to the lockdown. All of the online coaching system grew and since you are one of the top JEE influencer  AcadBoost grew.,Madhya Pradesh
773182,01-06-2020,@narendramodi next time Ek lockdown Valentine Week m bhi rakh Dena.. Dil ko bhot sukoon milega ,Madhya Pradesh
773183,01-06-2020,#Multitasking is at kya peak during lockdown. People working from home is anyway spinning the plate too much. Whether they are ending up happier or sadder is to found out. Is #WFH #workculture going to push the boundaries of multitasking remains to be sâ¦,Madhya Pradesh
773184,01-06-2020,@AmitShah v r unable to understand gains of lock down. cases increased  economy ruined down  12.5 crorers unskilled workers become begger  12K loborers died during repatriation  nation faced hardship These fact's obviously reveals the total failure of unp,Madhya Pradesh
773185,01-06-2020,Happy to share Six Sigma: Black Belt this lockdown period #SixSigma #BlackBelt #Processflowmetrics #Measurementsystemanalysis #processcapability #Hypothesistesting #BlackBelt #ProjectManagementInstitute #improvedprocesscapability #lockdownlearnings #lockdown #learningneverstops,Madhya Pradesh
773186,01-06-2020,lockdown me couples kaha dekh liye tumne,Madhya Pradesh
773187,01-06-2020,Before the lockdown happened  I was almost ready to play. - Rohit Sharma https://www.kcricketscore.com/news-detail/before-the-lockdown-happened-i-was-almost-ready-to-play---rohit-sharma,Madhya Pradesh
773188,01-06-2020,Right from the first week of the lockdown  Rashtriya Swayamsevak Sangh's Delhi province issued a special helpline number for the students of North East. #Seva4NorthEast,Madhya Pradesh
773189,01-06-2020,If you haven't watched diljit dosanjh recipes in this lockdown  you are missing out.,Madhya Pradesh
773190,01-06-2020,Karyakartas of ABVP have been working round the clock to help students stuck during the lockdown. So far thousands of northeast students have been helped by ABVP. This is what Honâble Chief Minister of Manipur Shri @NBirenSingh ji has to say about ABVPâs work. #Seva4NorthEast,Madhya Pradesh
773191,01-06-2020,Lockdown to khul gaya na.. Why 2 wait ,Madhya Pradesh
773192,01-06-2020,This lockdown made me realize that months are shorter and days are longer....,Madhya Pradesh
773193,01-06-2020,Give it a try   Worth buying @wildcrafttweet #lockdown #maskedsinger #mask4all #MaskIndia,Madhya Pradesh
773194,01-06-2020,Right from the first week of the lockdown  Rashtriya Swayamsevak Sangh's Delhi province issued a special helpline number for the students of North East. #Seva4NorthEast @Amriish11 @JiChoukse,Madhya Pradesh
773195,01-06-2020,Dashboards of active case  and triggering of decisions being linked to % well in advance can prepare people and they can just look at dashboard to know if they have to move out for work or presume that Lockdown has resumed. Is it that difficult to make a 'policy' after 2.5 months,Madhya Pradesh
773196,01-06-2020,It took one Lock down to witness the Reel hero playing a Real life Hero. @SonuSood #SonuSoodTheRealHero #godblesssonusood #sonusoodsuperhero,Madhya Pradesh
773197,01-06-2020,Right from the first week of the lockdown  Rashtriya Swayamsevak Sangh's Delhi province issued a special helpline number for the students of North East. #Seva4NorthEast @LakhanS20134895 à¤à¤,Madhya Pradesh
773198,01-06-2020,Our nation is opening itself from the COVID19 induced lockdown. So be a responsible citizen &amp; follow all the Government guidelines esp wearing mask &amp; social distancing. #EnKingInternational #LifeAfterLockdown #Coronavirus #IndiaFightsCorona #Indore #India,Madhya Pradesh
773199,01-06-2020,There's no better idea of SciFi or thriller  better comedy or superheroes just mother-in-law's. How anyone can believe that shit I don't think after lockdown .,Madhya Pradesh
773200,01-06-2020,Almost living in lockdown for more than 2 months with family  many people would have known that Indian mother-in-law or any relationship is not as portrayed in television. World has moved on but after this we would go back and watch that dirty drama. #mondaythoughts,Madhya Pradesh
773201,01-06-2020,Right from the first week of the lockdown  Rashtriya Swayamsevak Sangh's Delhi province issued a special helpline number for the students of North East. #Seva4NorthEast,Madhya Pradesh
773202,01-06-2020,Lockdown's Creativity ,Madhya Pradesh
773203,01-06-2020,"This Heads I win  Tails you loose is a typical #Bhakt mentality... If Congress Forced them.back  why didn't you arrange for their Transport.... It's Stupid to say ""I will declare the Lockdown  Now Credit is all Mine  Blame is all Yours""",Madhya Pradesh
773204,01-06-2020,INDORE on its track again... Things We Must Follow From Now Wear Mask Use Sanitizer Keep Social Distancing . . #indore #india #lockdown #unlocked #corona #covid19 #coronavirus #hospital #doctor #police #chai #foodâ¦ https://www.instagram.com/p/CA4U4yKgJs0/?igshid=drjah03aojp2,Madhya Pradesh
773205,01-06-2020,Lockdown Practice Student Kunal Parde (freestyle) I hope You Like It Nd Injoy this Dance . Song : O O Jaane Jana . . . . #dance #hiphopmusic #hiphop #oojaanejaana #dancer #princegupta #boscoceaser #freestyleâ¦ https://www.instagram.com/p/CA4UwJBHCnu/?igshid=h8klhexsw92c,Madhya Pradesh
773206,01-06-2020,Lockdown will eventually end and we will start socializing once again but will the gatherings be like before? Catch LIVE Today 5 pm at Indore Institute of Law. #IIL #IILIndore #LawCollege #LegalEducation #LawCareer #LawInstitute #LawSchool #LawStudents #Indore #IndoreTalk,Madhya Pradesh
773207,01-06-2020,No more dry skin in this lockdown here are some precautions that you can take to stay hydrated and avoid dry skin #Marathon #RunindoreRun #IndoreMarathon #AIM #MarathonIsHere #Indore #GrandIndoreMarathon #WorkoutAtHome #TopicalSpot #CreatorsSpot #CreativeSpot #hydrated #dryskin,Madhya Pradesh
773208,01-06-2020,@RBI @FinMinIndia can you give confirmation for moratorium I want it till 31 aug because sue to lockdown I am in trouble please cooperate,Madhya Pradesh
773209,01-06-2020,#Lockdown5 #HomeMinistry #humanresources Here the unlock phase 1.0 comes Aka:- lockdown 5.0 Quantum amount of relief has been provided to peoples except imposing some major restrions in a wake of hunky Dory modus operandi. Stay home stay safe,Madhya Pradesh
773210,01-06-2020,why you are saying now   you were drunken or sleeping and we feel ashamed on such people who used to say all these things after blast. self centered people spoiled this country Govt didn't take expert advice before imposing lockdown? http://www.ecoti.in/fE1J via @economictimes,Madhya Pradesh
773211,01-06-2020,EOID no.- 36953 dear sir there is no at my home my parents is alone and having a diabetes patient and suffer from lockdown please help me to give the flight to india please i am thankful to you,Madhya Pradesh
773212,01-06-2020,Want a solution to run your Business as before lockdown? Contact us at :- info@shreerajtechnologies.com #lockdown #lockdownlife #lockdownsolutions #webconference #videomeeting #localpvocal #businessmeeting #client #clientmeeting #digitalsolutions #onlineschool #digitalschool,Madhya Pradesh
773213,01-06-2020,Stuck in lockdown?? Want a solution to run your Business as before lockdown? Here we came up with a great solution at affordable prices. For more details contact us at info@shreerajtechnologies.com  +91-8109851440 â¦ https://www.instagram.com/p/CA4NFQHhm3O/?igshid=1q5f7zwmt7bus,Madhya Pradesh
773214,01-06-2020,It seems like Mr. @IndoreCollector got the wrong information about the lockdown 5. Someone please tell him that lockdown will continue in the containment zones. Aise jutte chappal  stationary ki dukaan kholne se nhi jayega corona. @PMOIndia @ChouhanShivraj matter of concern.,Madhya Pradesh
773215,01-06-2020,#Indore: With relaxation in lockdown (safety) comes a huge responsibility for citizen to follow protocol. Bigger #responsibility is of city administration educate  ensure  enforce #SafetyProtocol #compliance to check #InfectionSpread and #win @IndoreCollector @comindore @PMOIndia,Madhya Pradesh
773216,01-06-2020, So todays onwards..... Unlock1 No lockdown ,Madhya Pradesh
773217,01-06-2020,Lockdown 5.0 ,Madhya Pradesh
773218,01-06-2020,Yes the no. of deaths and recovery is good for INDIA but at this stage these countries used lockdown after 1lakh cases but INDIA is unlocking at these no. of cases with average 7k cases per day and also average is increasing lets see,Madhya Pradesh
773219,01-06-2020,Another quick inning by hardik pandya Lockdown me bhi bhai kitni mehnat se khel raha hai or ek tum log ho .. ,Madhya Pradesh
773220,01-06-2020,Just think of WET-LAB research scholars of varsities  who are not able to do any research in lock down period. Well  for non-serious researchers it's a blessing  as they will avail salary w/out doing any thing.@HRDMinistry,Madhya Pradesh
773221,01-06-2020,Join #CodeBetter! The best #ITtraining Institute of Indore! Reach us @https://codebetter.in/ Or Contact Us: +91 8823075444 /888900220 #onlineclasses #ITInternship #Internship #InternshipInIndore #onlinetraining #JobPlacement #lockdown #MadhyaPradesh #Indorelockdown #IT,Madhya Pradesh
773222,01-06-2020,As a #Panelist participated in #ModernTalk #AskHimanshuRai on âPost COVID19 Global Education Scenarioâ organized by Modern Group of Institutions  Indore. #Panelists: 1. Dr.Himanshu Rai Ji  Director  Indianâ¦ https://www.instagram.com/p/CA6HSKoln0i/?igshid=w0n92048r00q,Madhya Pradesh
773223,01-06-2020,By the time you all will see my tweet India will cross 2lakh+ Covid19 cases. #coronavirusinindia #COVID19 #CoronaUpdatesInIndia,Madhya Pradesh
773224,01-06-2020,#StudentsWantKamalnathBack The MP Government is putting the future of lacks of students in danger. What if during the exams anyone of them catches the covid-19 virus? Who will take responsibility? @OfficeOfKNath @msirsiwal @AsadKurwai @kidliberty @IndiaAwakened_,Madhya Pradesh
773225,01-06-2020,#StudentsWantKamalnathBack The MP Government is putting the future of lacks of students in danger. What if during the exams anyone of them catches the covid-19 virus? Who will take responsibility? @OfficeOfKNath @msirsiwal @AsadKurwai @kidliberty @IndiaAwakened_,Madhya Pradesh
773226,01-06-2020,Unlock 1 start now - keep yourself safe - maintain distancing and follow the guideline. #BeSafe #agriculture #farming #farm #farmer #farmlife #tractor #johndeere #fendt #agro #agricultura #nature #agriculturelife #covid19 #socialdistancing #safe #coveryoufave,Madhya Pradesh
773227,01-06-2020,In this difficult time of COVID-19 pandemic  wishing Armenian PM @NikolPashinyan and his family a speedy recovery. India stands with Armenia in the fight against COVID-19.,Madhya Pradesh
773228,01-06-2020,#coronavirus #IndoreUpdate June1 #Covid_19 Relief on Unlock day 1 31 tested positive out of 889 reports received on Monday (3.49 pc)  827 negative. 3 more deaths reported Total+ive 3570  death: 138 1440 more samples collected on Mon #coronaupdatesindia @fpjindia,Madhya Pradesh
773229,01-06-2020,Whatâs the point of protesting in Amsterdam and whatâs their demand! During Covid19 they are going to impact thousands more.,Madhya Pradesh
773230,01-06-2020,Fit to fight with covid 19,Madhya Pradesh
773231,01-06-2020,Sir as Covid 19 will go longer  and still you and your district collectors are thinking that when Covid will be over completely then only you will lift lockdown then it is not justifiable... neither central n state gov are helping the people to live then why still it is imposed,Madhya Pradesh
773232,01-06-2020,Really sad news. Leading music producer Wajid Khan of Sajid-Wajid fame has passed away. His many successes included soundtracks for big Salman Khan films. He was apparently suffering from Covid-19.@wajidkhan7 @akshaykumar,Madhya Pradesh
773233,01-06-2020,covid-19 is testing the business models of the best of startups #startups #businessmodels #COVID19 #NewNormal #Priorities #Digitization,Madhya Pradesh
773234,01-06-2020,To support Corona Survivors  Frontline Warriors  Essential Workers and their families  I have taken the #BreakTheStigma Pledge and committed myself towards the fight against COVID-19. You can also take the pledge at https://pledge.mygov.in/breakthestigma/ https://pledgeapi.mygov.in/api/v2/breakthestigma/share/individual/4958327364 via @mygovindia,Madhya Pradesh
773235,01-06-2020,#StudentsWantKamalnathBack The MP Government is putting the future of lacks of students in danger. What if during the exams anyone of them catches the covid-19 virus? Who will take responsibility? @OfficeOfKNath @Neerajkundan @guptar,Madhya Pradesh
773236,01-06-2020,Covid 19 ,Madhya Pradesh
773237,01-06-2020,Coronavirus: Community transmission of Covid-19 certainly on  say experts | India News - Times of India ,Madhya Pradesh
773238,01-06-2020,How to make coffee or tea any time   any where without any things  just you want to hot water and your coffee and tea rady. its very usefull for train  bus  flight travelling and picnic. Must see... #startups #startupindia #wednesdaymorning #COVID__19 #COVID #Corona,Madhya Pradesh
773239,01-06-2020,Are you trying hard to reduce your weight but you're facing many difficulties? Use sadichaa tea cup. #tealovers #workfromhome #drinks #organicdrinks #amazon #indore #covid19 #looseweight #stayhome #staysafe #amazingflavours #stayfit #drinktea #lockdown5 #startups #startupindia https://twitter.com/sadichaa/status/1267457723622449153,Madhya Pradesh
773240,01-06-2020,Fight against Covid-19 is being powered by citizenâs innovative spirit: PM Modi on Mann Ki Baat https://www.hindustantimes.com/india-news/fight-against-covid-19-is-being-powered-by-citizen-s-innovative-spirit-pm-modi-on-mann-ki-baat/story-RkDRpPHQEYYifj1UvU88RK.html,Madhya Pradesh
773241,01-06-2020,World is looking towards India how PM Modi responded to Covid-19: Commonwealth Secretary-General https://www.livemint.com/news/india/world-is-looking-towards-india-how-pm-modi-responded-to-covid-19-commonwealth-secretary-general-11590908062466.html,Madhya Pradesh
773242,01-06-2020,@manukumarjain Just received my Mi TV &amp; installation is on hold due COVID-19 measures. Quick Idea...With changing trend can you allow consumer to unbox and self install products without warranty loss.. You can mandate unboxing video @Xiaomi @XiaomiInd,Madhya Pradesh
773243,01-06-2020,@ipskabra Dear Sir I have already completed 28 days home quarantine period at Raipur my Covid 19 test was also done which found Negetive  now I am in my village Mahasamund dist. do I need to follow more quarantine period at my village too.Need yr suggesti,Madhya Pradesh
773244,01-06-2020,Read this blog to know about the role of Nutrition in combating COVID-19 infection? Read Here: https://www.indiaobesity.in/role-nutrition-combating-covid-19-infection/ #Blog #bariatricsurgery #surgery #obesitysurgery #mohakbariatrics #drmohitbhandari,Madhya Pradesh
773245,01-06-2020,@iSinghApurva ... mem i am IT engineer at Wipro technologies if any requirement in BJP IT cell please inform me because now i am berojgaar due to covid 19,Madhya Pradesh
773246,01-06-2020,Power is gained by sharing knowledge and not by hoarding it. In this Covid-19 situation  we have still managed to conduct online classes for more than 30 children at two different shelter homes. #onlineclassesâ¦ https://www.instagram.com/p/CA4-EDqlXHq/?igshid=14qja4vhrxhu9,Madhya Pradesh
773247,01-06-2020,Brother you got trapped inbfake news again. Listen original audio he talked about 1 crore ayushman bharat beneficiaries not covid-19.,Madhya Pradesh
773248,01-06-2020,#nospittingmovement Yesterday  we completed this year's Wheat Procurement. Despite #Covid19  Punjab procured a record 128 LMT Wheat worth Rs. 24 000 Cr. I complement the Dept of Agriculture and Food &amp; Civil Supplies for this remarkable feat &amp; thank Farmers &amp; Arhtiyas for thâ¦,Madhya Pradesh
773249,01-06-2020,#covid_19 Tests in India Maharashtra - 3867 tests per million Tamil Nadu - 6499 Delhi - 10739 Gujarat- 3120 Rajasthan- 5304 MP- 2041 UP- 1289 WB- 2103 Bihar- 634 ----- India- 2700 USA- 53000 Spain- 86000 Italy- 64000 The less the tests  the more time to finish covid.,Madhya Pradesh
773250,01-06-2020,We all are facing covid19 pandemic from last 3 months and suddenly hear a news and The news was Your (our online exam's form are available on RGPV portal). I mean is this way our system treats upcoming faces of our country. #Students #rgpv_spreading_corona_virus @ChouhanShivraj,Madhya Pradesh
773251,01-06-2020,#IIMIwithYOU: Join our next #online discussion on 'Health Insurance After #COVID19' with Mr. Mayank Bathwal  CEO  @abchealthin; in conversation with Prof. @askhimanshurai  Director  #IIMI &amp; Mr. @rnbhaskar1  Consulting Editor  @fpjindia. #REGISTER FREE: https://bit.ly/2XoljjT,Madhya Pradesh
773252,01-06-2020,"Sir we r still fighting with covid19 In this fight all INDIANS r together Bt just for ur information in INDIA still""THE PEAK OF COVID19 NOT COME""so how can u say that ki""HUMNE KAFI HAD TAK ISPE KABU PA LIYA H""PLZ understand this worst still have to come.we will be ready for that ",Madhya Pradesh
773253,01-06-2020,R.I.P #Wajid Khan bhai .... Celebrated musician and composer. Hope you'll find peace and serenity . Thank you for your contributions in the music industry. It's really depressing to find that we lost him because of #COVID19 . @wajidkhan7 #Wajid_khan,Madhya Pradesh
773254,01-06-2020,@globaltimesnews you can only give covid -19 to world because of you people world is facing covid,Madhya Pradesh
773255,01-06-2020,Rest in peace! Celebrated music composer #WajidKhan of the duo Sajid-Wajid passes away at 42. He was suffering from COVID-19.,Madhya Pradesh
773256,01-06-2020,Shop the best #vegafaceshields from Krishna Accessories House at the best price and protect yourself from COVID-19. For enquiry Call: (0731) 2702222  9425062222 Visit: Shop No 22  Shrinath Business Centre  Chhoti Gwaltoli  Indore #faceshield #covid19 #indore #india,Madhya Pradesh
773257,01-06-2020,Ensure you test positive for faith  Self- reassure to test negative for fear  Keep safe distance from doubts. Trust Supreme one through it all. #Quarantine #COVID19 #Covid19Musing #coronavirus #Unlock1Point0 #HealthForAll,Madhya Pradesh
773258,01-06-2020,All The Best.... .. .. #indore #indorenews #indorenewslive #corona #covid19 #lockdown5 #unlock1 #bhopal #gwalior #Ujjain #dewas #neemuch #mandsour #indorecity #Indori #CoronaVirusOutBreak #coronavirus #coronavirusmemes #india #madhyapradesh #guna #shivpuri #IndoreFightsCorona,Madhya Pradesh
773259,01-06-2020,Really feeling bad is this the arrangements for UNLOCK 1 really as we are having more than 3300 @covid19 cases in the sole indore then too then arrangement are like this really feel bad @collectorUJN @jiratijitu @IndoreCollector @comindore @ChouhanShivraj @IDA_indore @PMOIndia,Madhya Pradesh
773260,01-06-2020,#Covid-19 #coronavirus #saty safe #stayhealthy #staystrong #staypositive #stayoutside #becareful #besafe https://www.instagram.com/p/CA4j--DjedL/?igshid=1tnibbzmsds5p,Madhya Pradesh
773261,01-06-2020,Summary of the #online session on â#Automobile Sector After #COVID19â with Mr. Yadvinder Singh Guleria  Director  Sales &amp; Marketing  @honda2wheelerin in conversation with Prof @askhimanshurai &amp; Mr. @rnbhaskar1. #IIMIwithYOU #Webinar #Industry #Leadership #India,Madhya Pradesh
773262,01-06-2020,'Shocking News' Music Composer @wajidkhan7 Of #SajidWajid Passed Away a Short While Back He Was Suffering From #Covid19 We Will Miss You #WajidKhan ,Madhya Pradesh
773263,01-06-2020,Our nation is opening itself from the COVID19 induced lockdown. So be a responsible citizen &amp; follow all the Government guidelines esp wearing mask &amp; social distancing. #EnKingInternational #LifeAfterLockdown #Coronavirus #IndiaFightsCorona #Indore #India,Madhya Pradesh
773264,01-06-2020,.@SRJCBCC is the one stop solution to all #cancer problems. We are a Green Zone Hospital &amp; strictly follow all the Government guidelines to ensure your safety. #SRJCBCC #CBCC #SummitOncology #CancerHospital #C #CancerTreatment #COVID19 #Indore #India,Madhya Pradesh
